,car,starting_price,combined_mpg,expert_rating,consumer_rating
1071,Certified 2018 GMC Sierra 1500 Crew Cab Pickup,"$28,874",18 MPG,4 ,4.3 
1072,Certified 2015 Toyota Sequoia SUV,"$29,007",14 MPG,4 ,4.8 
1073,Certified 2019 Lincoln Nautilus SUV,"$30,600",22 MPG,4 ,4.6 
1074,Used 2014 Audi S7 Sedan,"$30,882",20 MPG,4 ,4.9 
1075,Certified 2018 Lexus ES Sedan,"$31,110",24 MPG,4 ,4.6 
1076,Certified 2016 Audi A8 Sedan,"$31,115",22 MPG,4 ,4.3 
1077,Certified 2016 Toyota Sequoia SUV,"$31,400",14 MPG,4 ,4.8 
1078,Certified 2017 Acura RLX Sport Hybrid Sedan,"$31,593",29 MPG,4 ,5 
1079,Certified 2019 Cadillac XT5 SUV,"$32,000",21 MPG,4 ,4 
1080,Used 2015 Audi S7 Sedan,"$35,010",20 MPG,4 ,4.9 
1081,Certified 2018 Acura RLX Sedan,"$35,398",23 MPG,4 ,4.3 
1082,Certified 2015 Porsche Boxster Convertible,"$36,068",24 MPG,4 ,5 
1083,Certified 2017 Land Rover Discovery SUV,"$37,050",18 MPG,4 ,4.3 
1084,Certified 2015 Chevrolet Corvette Coupe,"$37,602",20 MPG,4 ,4.9 
1085,Certified 2015 Porsche Cayman Coupe,"$38,294",24 MPG,4 ,4.9 
1086,Used 2015 Audi S8 Sedan,"$38,685",20 MPG,4 ,5 
1087,Certified 2016 Chevrolet Corvette Coupe,"$39,294",20 MPG,4 ,4.9 
1088,Certified 2018 BMW X6 SUV,"$41,400",21 MPG,4 ,5 
1089,Certified 2016 Porsche Cayman Coupe,"$41,664",24 MPG,4 ,4.9 
1090,Certified 2018 Acura RLX Sport Hybrid Sedan,"$41,920",28 MPG,4 ,5 
1091,Certified 2017 Cadillac ATS‑V Sedan,"$43,056",19 MPG,4 ,5 
1092,Certified 2019 Acura RLX Sedan,"$43,650",23 MPG,4 ,4.3 
1093,Certified 2018 Cadillac ATS‑V Coupe,"$44,180",19 MPG,4 ,5 
1094,Certified 2019 BMW X6 SUV,"$45,800",20 MPG,4 ,5 
1095,Certified 2019 Acura RLX Sport Hybrid Sedan,"$49,050",28 MPG,4 ,5 
1096,Certified 2016 Audi S8 Sedan,"$51,259",20 MPG,4 ,5 
1097,Certified 2018 BMW X6 M SUV,"$69,700",16 MPG,4 ,5 
1098,Certified 2018 Porsche 911 Coupe,"$85,720",23 MPG,4 ,4.9 
1099,New 2020 Ford EcoSport SUV,"$21,090",28 MPG,3.9 ,4.4 
1100,New 2020 Chevrolet Trax SUV,"$22,295",28 MPG,3.9 ,4.3 
1101,New 2020 Buick Encore SUV,"$24,195",27 MPG,3.9 ,4.4 
1102,New 2020 Nissan Maxima Sedan,"$35,175",24 MPG,3.9 ,4.6 
1103,New 2020 Land Rover Discovery SUV,"$53,325",18 MPG,3.9 ,4.3 
1104,New 2019 Buick LaCrosse Sedan,"$30,495",29 MPG,3.9 ,4.3 
1105,New 2019 Nissan TITAN Single Cab Pickup,"$32,285",18 MPG,3.9 ,4.5 
1106,New 2019 Jaguar XE Sedan,"$37,990",28 MPG,3.9 ,4.8 
1107,Used 2013 Chevrolet Sonic Hatchback,"$5,815",28 MPG,3.9 ,4.3 
1108,Certified 2015 Nissan Versa Sedan,"$6,464",30 MPG,3.9 ,3.9 
1109,Certified 2015 Chevrolet Spark Hatchback,"$7,663",34 MPG,3.9 ,4.3 
1110,Certified 2016 Chevrolet Spark Hatchback,"$8,357",34 MPG,3.9 ,4.6 
1111,Certified 2015 Chevrolet Spark EV Hatchback,"$8,643",119 MPGe,3.9 ,4.9 
1112,Certified 2015 Nissan LEAF Hatchback,"$9,717",114 MPGe,3.9 ,4.6 
1113,Used 2014 Ford Fusion Sedan,"$9,754",26 MPG,3.9 ,4.5 
1114,Used 2014 Ford Escape SUV,"$9,757",25 MPG,3.9 ,4.1 
1115,Used 2015 Chevrolet Trax SUV,"$9,776",27 MPG,3.9 ,4.3 
1116,Used 2014 Volvo S60 Sedan,"$10,045",23 MPG,3.9 ,4.6 
1117,Certified 2016 Chevrolet Cruze Limited Sedan,"$10,120",29 MPG,3.9 ,4.3 
1118,Certified 2016 Chevrolet Spark EV Hatchback,"$10,330",119 MPGe,3.9 ,4.9 
1119,Certified 2015 MINI Hardtop 2 Door Hatchback,"$10,742",31 MPG,3.9 ,4.7 
1120,Certified 2016 FIAT 500X SUV,"$10,846",25 MPG,3.9 ,4 
1121,Used 2014 Kia Sorento SUV,"$10,930",20 MPG,3.9 ,4.3 
1122,Used 2014 Chevrolet Impala Sedan,"$11,000",25 MPG,3.9 ,4.7 
1123,Used 2014 Ford Fusion Energi Sedan,"$11,078",38 MPG | 88 MPGe,3.9 ,4.7 
1124,Certified 2015 MINI Hardtop 4 Door Hatchback,"$11,305",31 MPG,3.9 ,4.7 
1125,Used 2014 Toyota Prius Hatchback,"$11,600",50 MPG,3.9 ,4.7 
1126,Certified 2015 Nissan Frontier King Cab Pickup,"$11,900",19 MPG,3.9 ,4.5 
1127,Used 2014 Ford Mustang Convertible,"$12,770",22 MPG,3.9 ,4.7 
1128,Used 2014 Toyota Sienna Van/Minivan,"$12,830",21 MPG,3.9 ,4.4 
1129,Used 2014 Cadillac ATS Sedan,"$12,984",26 MPG,3.9 ,4.4 
1130,Certified 2016 Ford Escape SUV,"$13,093",25 MPG,3.9 ,4.1 
1131,Certified 2014 Scion FR‑S Coupe,"$13,114",25 MPG,3.9 ,4.7 
1132,Used 2014 GMC Sierra 1500 Regular Cab Pickup,"$13,358",18 MPG,3.9 ,4.3 
1133,Certified 2016 Nissan Frontier King Cab Pickup,"$13,563",19 MPG,3.9 ,4.5 
1134,Certified 2018 Ford EcoSport SUV,"$13,604",25 MPG,3.9 ,4.4 
1135,Certified 2018 Chevrolet Trax SUV,"$13,723",27 MPG,3.9 ,4.3 
1136,Certified 2016 MINI Hardtop 2 Door Hatchback,"$13,750",30 MPG,3.9 ,4.7 
1137,Certified 2016 Chrysler Town & Country Van/Minivan,"$13,756",20 MPG,3.9 ,3.9 
1138,Certified 2018 Toyota Yaris Hatchback,"$13,800",32 MPG,3.9 ,4.6 
1139,Certified 2015 Toyota Prius Hatchback,"$13,820",50 MPG,3.9 ,4.7 
1140,Certified 2016 MINI Hardtop 4 Door Hatchback,"$13,879",30 MPG,3.9 ,4.7 
1141,Used 2014 Honda Pilot SUV,"$13,900",20 MPG,3.9 ,4.5 
1142,Used 2014 Chevrolet Silverado 1500 Regular Cab Pickup,"$13,925",18 MPG,3.9 ,4.4 
1143,Used 2014 Toyota Prius Plug‑in Hybrid Hatchback,"$14,356",50 MPG | 95 MPGe,3.9 ,4.9 
1144,Used 2014 Mercedes‑Benz CLA‑Class Sedan,"$14,703",30 MPG,3.9 ,4.6 
1145,Certified 2015 Chevrolet Traverse SUV,"$14,766",19 MPG,3.9 ,4.2 
1146,Used 2014 Chevrolet Silverado 1500 Double Cab Pickup,"$14,864",18 MPG,3.9 ,4.4 
1147,Certified 2019 Chevrolet Trax SUV,"$15,026",26 MPG,3.9 ,4.3 
1148,Certified 2015 Scion FR‑S Coupe,"$15,184",25 MPG,3.9 ,4.7 
1149,Certified 2019 Ford EcoSport SUV,"$15,414",25 MPG,3.9 ,4.4 
1150,Certified 2017 Ford C‑MAX Hybrid Wagon,"$15,518",40 MPG,3.9 ,4.5 
1151,Certified 2015 Ford Explorer SUV,"$15,650",19 MPG,3.9 ,4.2 
1152,Certified 2015 Ford Flex SUV,"$15,807",20 MPG,3.9 ,4.7 
1153,Certified 2017 Ford C‑MAX Energi Wagon,"$15,879",39 MPG | 95 MPGe,3.9 ,4.5 
1154,Used 2015 Cadillac CTS Sedan,"$16,199",22 MPG,3.9 ,4.7 
1155,Certified 2015 Subaru BRZ Coupe,"$16,212",25 MPG,3.9 ,4.8 
1156,Certified 2016 Ford Edge SUV,"$16,350",23 MPG,3.9 ,4.5 
1157,Certified 2016 Chevrolet Traverse SUV,"$16,485",17 MPG,3.9 ,4.2 
1158,Certified 2015 Nissan Frontier Crew Cab Pickup,"$16,800",17 MPG,3.9 ,4.6 
1159,Used 2014 Acura RLX Sedan,"$16,845",24 MPG,3.9 ,4.3 
1160,Certified 2016 Hyundai Genesis Coupe,"$16,863",19 MPG,3.9 ,4.5 
1161,Certified 2016 Ford Flex SUV,"$16,964",19 MPG,3.9 ,4.7 
1162,Certified 2018 Ford C‑MAX Hybrid Wagon,"$17,231",40 MPG,3.9 ,4.5 
1163,Certified 2016 MINI Convertible,"$17,276",31 MPG,3.9 ,4.7 
1164,Used 2014 Chevrolet Silverado 1500 Crew Cab Pickup,"$17,284",18 MPG,3.9 ,4.4 
1165,Certified 2015 Toyota Tundra Regular Cab Pickup,"$17,530",15 MPG,3.9 ,4.7 
1166,Used 2015 INFINITI Q50 Sedan,"$17,590",22 MPG,3.9 ,4.3 
1167,Certified 2017 Hyundai Santa Fe Sport SUV,"$17,650",22 MPG,3.9 ,4.7 
1168,Used 2014 Ram 1500 Crew Cab Pickup,"$17,734",15 MPG,3.9 ,4.6 
1169,Certified 2016 Nissan Frontier Crew Cab Pickup,"$17,734",17 MPG,3.9 ,4.6 
1170,Certified 2018 Hyundai Santa Fe Sport SUV,"$17,950",22 MPG,3.9 ,4.7 
1171,Certified 2019 Buick Encore SUV,"$18,379",27 MPG,3.9 ,4.4 
1172,Certified 2017 Ford Edge SUV,"$18,400",23 MPG,3.9 ,4.5 
1173,Certified 2016 Lincoln MKX SUV,"$18,850",19 MPG,3.9 ,4.6 
1174,Used 2014 Acura RLX Sport Hybrid Sedan,"$19,258",30 MPG,3.9 ,5 
1175,Certified 2015 Toyota Prius Plug‑in Hybrid Hatchback,"$19,400",50 MPG | 95 MPGe,3.9 ,4.9 
1176,Certified 2018 Buick LaCrosse Sedan,"$19,758",29 MPG,3.9 ,4.3 
1177,Used 2014 GMC Sierra 1500 Crew Cab Pickup,"$19,831",18 MPG,3.9 ,4.3 
1178,Certified 2015 INFINITI QX60 SUV,"$20,147",22 MPG,3.9 ,4.1 
1179,Certified 2015 Acura RLX Sedan,"$20,339",24 MPG,3.9 ,4.3 
1180,Certified 2018 Nissan Maxima Sedan,"$20,726",25 MPG,3.9 ,4.6 
1181,Certified 2018 Nissan TITAN Single Cab Pickup,"$22,000",18 MPG,3.9 ,4.5 
1182,Certified 2018 Nissan Titan King Cab Pickup,"$23,000",18 MPG,3.9 ,3 
1183,Certified 2019 Nissan Maxima Sedan,"$23,045",24 MPG,3.9 ,4.6 
1184,Certified 2015 Toyota Tundra Double Cab Pickup,"$23,777",15 MPG,3.9 ,4.7 
1185,Used 2014 BMW 6 Series Coupe,"$24,221",24 MPG,3.9 ,4.7 
1186,Certified 2017 INFINITI QX50 SUV,"$24,312",20 MPG,3.9 ,4.6 
1187,Certified 2017 INFINITI Q70 Sedan,"$24,454",20 MPG,3.9 ,4.5 
1188,Certified 2017 Ford Expedition SUV,"$25,200",17 MPG,3.9 ,4.6 
1189,Certified 2017 Nissan TITAN XD Crew Cab Pickup,"$25,851",18 MPG,3.9 ,4.6 
1190,Certified 2019 Nissan Titan King Cab Pickup,"$26,700",18 MPG,3.9 ,3 
1191,Certified 2017 Nissan TITAN XD King Cab Pickup,"$27,462",18 MPG,3.9 ,4.6 
1192,Certified 2018 INFINITI Q70 Sedan,"$27,635",20 MPG,3.9 ,4.5 
1193,Certified 2017 Ford Expedition EL SUV,"$27,700",16 MPG,3.9 ,4.6 
1194,Certified 2018 Nissan TITAN XD Crew Cab Pickup,"$27,714",18 MPG,3.9 ,4.6 
1195,Certified 2015 Toyota Tundra CrewMax Pickup,"$29,202",15 MPG,3.9 ,4.7 
1196,Certified 2015 Chevrolet SS Sedan,"$29,288",17 MPG,3.9 ,4.8 
1197,Certified 2018 Nissan Titan Crew Cab Pickup,"$29,614",18 MPG,3.9 ,4.5 
1198,Certified 2015 Mercedes‑Benz CLS‑Class Sedan,"$29,629",24 MPG,3.9 ,4.9 
1199,Certified 2017 INFINITI QX70 SUV,"$30,250",18 MPG,3.9 ,4.6 
1200,Certified 2015 Porsche Cayenne SUV,"$31,680",20 MPG,3.9 ,4.5 
1201,Certified 2019 Nissan Titan Crew Cab Pickup,"$31,991",18 MPG,3.9 ,4.5 
1202,Certified 2016 Mercedes‑Benz CLS‑Class Sedan,"$34,652",24 MPG,3.9 ,4.9 
1203,Certified 2018 Toyota Sequoia SUV,"$37,387",14 MPG,3.9 ,4.8 
1204,Certified 2018 Land Rover Discovery SUV,"$38,500",18 MPG,3.9 ,4.3 
1205,Certified 2017 Chevrolet Corvette Coupe,"$39,531",19 MPG,3.9 ,4.9 
1206,Certified 2017 Audi A8 Sedan,"$39,630",22 MPG,3.9 ,4.3 
1207,Certified 2016 Porsche Boxster Convertible,"$40,169",24 MPG,3.9 ,5 
1208,Used 2014 BMW M6 Convertible,"$40,213",16 MPG,3.9 ,5 
1209,Certified 2019 Land Rover Discovery SUV,"$41,650",18 MPG,3.9 ,4.3 
1210,Certified 2015 BMW M6 Coupe,"$45,383",16 MPG,3.9 ,5 
1211,Certified 2018 Audi A8 Sedan,"$46,375",22 MPG,3.9 ,4.3 
1212,Certified 2018 Chevrolet Corvette Coupe,"$47,196",18 MPG,3.9 ,4.9 
1213,Used 2012 Nissan GT‑R Coupe,"$58,213",19 MPG,3.9 ,4.9 
1214,Certified 2017 Audi S8 Sedan,"$63,855",18 MPG,3.9 ,5 
1215,Certified 2018 Audi S8 Sedan,"$81,321",18 MPG,3.9 ,5 
1216,New 2020 Chevrolet Spark Hatchback,"$14,095",33 MPG,3.8 ,4.6 
1217,New 2020 Ford Edge SUV,"$32,345",24 MPG,3.8 ,4.5 
1218,New 2020 Toyota Sequoia SUV,"$51,375",15 MPG,3.8 ,4.8 
1219,New 2019 Nissan Frontier King Cab Pickup,"$20,185",21 MPG,3.8 ,4.5 
1220,New 2019 FIAT 500X SUV,"$25,985",26 MPG,3.8 ,4 
1221,New 2019 Nissan Frontier Crew Cab Pickup,"$26,145",21 MPG,3.8 ,4.6 
1222,New 2019 Cadillac XTS Sedan,"$47,890",22 MPG,3.8 ,4.5 
1223,New 2019 INFINITI Q70 Sedan,"$51,425",21 MPG,3.8 ,4.5 
1224,Used 2014 Nissan Versa Sedan,"$5,549",30 MPG,3.8 ,3.9 
1225,Used 2014 Chevrolet Sonic Sedan,"$6,489",28 MPG,3.8 ,4.3 
1226,Certified 2016 Nissan Versa Sedan,"$7,388",30 MPG,3.8 ,3.9 
1227,Certified 2015 FIAT 500 Hatchback,"$7,608",30 MPG,3.8 ,4.4 
1228,Certified 2015 FIAT 500e Hatchback,"$8,025",116 MPGe,3.8 ,4.9 
1229,Certified 2017 Nissan Versa Sedan,"$8,443",29 MPG,3.8 ,3.9 
1230,Used 2015 Dodge Dart Sedan,"$8,669",27 MPG,3.8 ,4.2 
1231,Certified 2015 FIAT 500c Convertible,"$9,212",30 MPG,3.8 ,4.4 
1232,Used 2014 Hyundai Sonata Sedan,"$9,434",28 MPG,3.8 ,4.5 
1233,Used 2014 Toyota Corolla Sedan,"$9,513",35 MPG,3.8 ,4.2 
1234,Used 2014 Nissan Quest Van/Minivan,"$9,539",21 MPG,3.8 ,4.6 
1235,Certified 2017 Chevrolet Spark Hatchback,"$9,582",33 MPG,3.8 ,4.6 
1236,Used 2014 Toyota Prius c Hatchback,"$9,744",50 MPG,3.8 ,4.8 
1237,Certified 2018 Chevrolet Spark Hatchback,"$10,146",33 MPG,3.8 ,4.6 
1238,Used 2015 Dodge Grand Caravan Passenger Van/Minivan,"$10,179",20 MPG,3.8 ,3.8 
1239,Certified 2016 Dodge Dart Sedan,"$10,386",32 MPG,3.8 ,4.2 
1240,Used 2015 Chrysler 200 Sedan,"$10,688",28 MPG,3.8 ,4.1 
1241,Used 2014 Hyundai Azera Sedan,"$10,799",23 MPG,3.8 ,4.7 
1242,Certified 2014 Honda CR‑Z Coupe,"$10,926",34 MPG,3.8 ,4.7 
1243,Used 2015 Volvo S60 Sedan,"$11,068",23 MPG,3.8 ,4.6 
1244,Certified 2015 FIAT 500 Abarth Hatchback,"$11,396",27 MPG,3.8 ,4.4 
1245,Certified 2015 Chevrolet Malibu Sedan,"$11,449",29 MPG,3.8 ,4.3 
1246,Used 2014 Ford Edge SUV,"$11,500",21 MPG,3.8 ,4.5 
1247,Certified 2016 Chevrolet Trax SUV,"$11,615",27 MPG,3.8 ,4.3 
1248,Certified 2017 FIAT 500X SUV,"$11,993",24 MPG,3.8 ,4 
1249,Certified 2019 Chevrolet Spark Hatchback,"$12,181",33 MPG,3.8 ,4.6 
1250,Used 2014 Hyundai Santa Fe Sport SUV,"$12,191",21 MPG,3.8 ,4.7 
1251,Certified 2016 Dodge Grand Caravan Passenger Van/Minivan,"$12,371",20 MPG,3.8 ,3.8 
1252,Certified 2016 Chevrolet Malibu Limited Sedan,"$12,499",29 MPG,3.8 ,4.3 
1253,Used 2014 Ford Flex SUV,"$13,050",20 MPG,3.8 ,4.7 
1254,Used 2014 Honda CR‑V SUV,"$13,248",25 MPG,3.8 ,4.1 
1255,Used 2014 Chevrolet Camaro Coupe,"$13,296",20 MPG,3.8 ,4.7 
1256,Used 2014 Acura TSX Sedan,"$13,313",23 MPG,3.8 ,4.8 
1257,Certified 2016 Buick Regal Sedan,"$13,318",23 MPG,3.8 ,4.5 
1258,Certified 2018 FIAT 500X SUV,"$13,621",24 MPG,3.8 ,4 
1259,Used 2014 Jeep Grand Cherokee SUV,"$13,750",19 MPG,3.8 ,4.4 
1260,Used 2014 BMW X3 SUV,"$14,207",24 MPG,3.8 ,4.5 
1261,Used 2015 Cadillac ATS Sedan,"$14,398",25 MPG,3.8 ,4.4 
1262,Used 2015 INFINITI Q40 Sedan,"$14,508",20 MPG,3.8 ,5 
1263,Used 2015 Dodge Charger Sedan,"$14,670",21 MPG,3.8 ,4.8 
1264,Certified 2015 Chevrolet Camaro Coupe,"$14,870",20 MPG,3.8 ,4.7 
1265,Used 2016 Lincoln MKZ Sedan,"$15,321",20 MPG,3.8 ,4.6 
1266,Used 2014 Audi A6 Sedan,"$15,326",23 MPG,3.8 ,4.6 
1267,Used 2014 INFINITI Q60 Coupe,"$15,340",22 MPG,3.8 ,4.7 
1268,Certified 2017 Nissan Frontier King Cab Pickup,"$15,350",19 MPG,3.8 ,4.5 
1269,Certified 2017 MINI Hardtop 4 Door Hatchback,"$16,065",30 MPG,3.8 ,4.7 
1270,Certified 2017 MINI Hardtop 2 Door Hatchback,"$16,368",30 MPG,3.8 ,4.7 
1271,Used 2014 Audi Q5 SUV,"$16,966",23 MPG,3.8 ,4.4 
1272,Certified 2014 Acura RDX SUV,"$16,989",22 MPG,3.8 ,4.4 
1273,Certified 2018 Nissan Frontier King Cab Pickup,"$17,050",19 MPG,3.8 ,4.5 
1274,Certified 2016 Dodge Charger Sedan,"$17,208",21 MPG,3.8 ,4.8 
1275,Certified 2015 Acura RDX SUV,"$17,715",22 MPG,3.8 ,4.4 
1276,Certified 2016 Ford Explorer SUV,"$17,800",19 MPG,3.8 ,4.2 
1277,Certified 2015 Mercedes‑Benz CLA‑Class Sedan,"$17,889",30 MPG,3.8 ,4.6 
1278,Certified 2018 MINI Hardtop 2 Door Hatchback,"$17,896",30 MPG,3.8 ,4.7 
1279,Used 2015 Audi allroad Wagon,"$18,557",24 MPG,3.8 ,4.1 
1280,Certified 2015 Audi Q5 SUV,"$18,772",23 MPG,3.8 ,4.4 
1281,Used 2014 Honda Ridgeline Pickup,"$18,850",17 MPG,3.8 ,4.7 
1282,Certified 2017 Ford Flex SUV,"$19,035",19 MPG,3.8 ,4.7 
1283,Certified 2016 Buick Envision SUV,"$19,261",22 MPG,3.8 ,4.6 
1284,Certified 2018 MINI Hardtop 4 Door Hatchback,"$19,299",30 MPG,3.8 ,4.7 
1285,Certified 2017 Chevrolet Traverse SUV,"$19,414",17 MPG,3.8 ,4.2 
1286,Certified 2017 MINI Convertible,"$19,529",30 MPG,3.8 ,4.7 
1287,Certified 2017 Nissan Frontier Crew Cab Pickup,"$19,749",19 MPG,3.8 ,4.6 
1288,Certified 2018 Ford Edge SUV,"$19,800",23 MPG,3.8 ,4.5 
1289,Certified 2018 MINI Convertible,"$20,098",30 MPG,3.8 ,4.7 
1290,Certified 2016 Toyota Tundra Regular Cab Pickup,"$20,195",15 MPG,3.8 ,4.7 
1291,Used 2014 Audi TT Coupe,"$20,591",26 MPG,3.8 ,4.5 
1292,Used 2015 Audi S3 Sedan,"$20,661",26 MPG,3.8 ,4.5 
1293,Certified 2017 Lincoln MKX SUV,"$21,000",19 MPG,3.8 ,4.6 
1294,Certified 2018 Ford Flex SUV,"$21,110",19 MPG,3.8 ,4.7 
1295,Certified 2018 Nissan Frontier Crew Cab Pickup,"$21,142",19 MPG,3.8 ,4.6 
1296,Certified 2017 Cadillac XTS Sedan,"$21,299",22 MPG,3.8 ,4.5 
1297,Certified 2015 Mercedes‑Benz SLK‑Class Convertible,"$21,389",26 MPG,3.8 ,4.6 
1298,Certified 2017 Ford Explorer SUV,"$21,400",19 MPG,3.8 ,4.2 
1299,Certified 2017 Lincoln Continental Sedan,"$21,857",19 MPG,3.8 ,4.8 
1300,Certified 2016 Jeep Wrangler SUV,"$22,410",18 MPG,3.8 ,4.6 
1301,Certified 2017 Toyota Tundra Regular Cab Pickup,"$23,496",15 MPG,3.8 ,4.7 
1302,Certified 2019 Ford Edge SUV,"$23,850",23 MPG,3.8 ,4.5 
1303,Certified 2017 Jeep Wrangler SUV,"$24,264",18 MPG,3.8 ,4.6 
1304,Used 2014 Audi SQ5 SUV,"$24,945",19 MPG,3.8 ,4.7 
1305,Certified 2018 Lincoln MKX SUV,"$25,150",19 MPG,3.8 ,4.6 
1306,Certified 2016 Toyota Tundra Double Cab Pickup,"$25,290",15 MPG,3.8 ,4.7 
1307,Certified 2019 Ford Explorer SUV,"$25,800",18 MPG,3.8 ,4.2 
1308,Certified 2017 Toyota Tundra Double Cab Pickup,"$26,498",15 MPG,3.8 ,4.7 
1309,Certified 2017 Jeep Wrangler Unlimited SUV,"$26,950",18 MPG,3.8 ,4.6 
1310,Certified 2016 Land Rover Range Rover Evoque SUV,"$27,103",24 MPG,3.8 ,3.9 
1311,Used 2014 Audi S6 Sedan,"$27,233",20 MPG,3.8 ,4.8 
1312,Certified 2018 Cadillac XTS Sedan,"$27,500",22 MPG,3.8 ,4.5 
1313,Certified 2015 Audi SQ5 SUV,"$27,916",19 MPG,3.8 ,4.7 
1314,Certified 2018 Lincoln Continental Sedan,"$28,110",19 MPG,3.8 ,4.8 
1315,Used 2014 Mercedes‑Benz CL‑Class Coupe,"$28,541",18 MPG,3.8 ,4.8 
1316,Certified 2016 Lexus GX SUV,"$30,200",17 MPG,3.8 ,4.4 
1317,Certified 2016 Toyota Tundra CrewMax Pickup,"$31,650",15 MPG,3.8 ,4.7 
1318,Certified 2016 Maserati Ghibli Sedan,"$32,493",19 MPG,3.8 ,4.3 
1319,Certified 2017 Lexus GX SUV,"$33,300",16 MPG,3.8 ,4.4 
1320,Certified 2017 Toyota Tundra CrewMax Pickup,"$34,980",15 MPG,3.8 ,4.7 
1321,Certified 2019 Lincoln Continental Sedan,"$36,722",19 MPG,3.8 ,4.8 
1322,Certified 2019 Toyota Sequoia SUV,"$40,450",14 MPG,3.8 ,4.8 
1323,Certified 2017 Mercedes‑Benz CLS Sedan,"$45,492",21 MPG,3.8 ,4.9 
1324,Certified 2016 BMW M6 Coupe,"$55,845",16 MPG,3.8 ,5 
1325,Used 2015 Nissan GT‑R Coupe,"$67,929",19 MPG,3.8 ,4.9 
1326,Certified 2017 Mercedes‑Benz Mercedes‑AMG CLS Sedan,"$68,952",18 MPG,3.8 ,4.9 
1327,New 2020 Dodge Charger Sedan,"$31,390",23 MPG,3.7 ,4.8 
1328,New 2020 Toyota Tundra Double Cab Pickup,"$35,170",15 MPG,3.7 ,4.7 
1329,New 2020 Toyota Tundra CrewMax Pickup,"$39,445",15 MPG,3.7 ,4.7 
1330,New 2020 Lexus GX SUV,"$54,025",16 MPG,3.7 ,4.4 
1331,New 2019 MINI Convertible,"$27,750",30 MPG,3.7 ,4.7 
1332,New 2019 Ford Flex SUV,"$31,670",19 MPG,3.7 ,4.7 
1333,New 2019 Jaguar XF Sedan,"$50,960",28 MPG,3.7 ,4.7 
1334,New 2019 BMW 6 Series Sedan,"$71,295",23 MPG,3.7 ,4.7 
1335,New 2019 Maserati Ghibli Sedan,"$76,975",19 MPG,3.7 ,4.3 
1336,Used 2014 Nissan Sentra Sedan,"$7,300",34 MPG,3.7 ,3.8 
1337,Certified 2016 FIAT 500e Hatchback,"$8,380",112 MPGe,3.7 ,4.9 
1338,Used 2014 Volkswagen Golf Hatchback,"$8,593",26 MPG,3.7 ,4.7 
1339,Certified 2016 FIAT 500 Hatchback,"$8,786",30 MPG,3.7 ,4.4 
1340,Certified 2015 Volkswagen Jetta Sedan,"$8,800",28 MPG,3.7 ,4.4 
1341,Used 2013 Chevrolet Equinox SUV,"$9,511",23 MPG,3.7 ,4.1 
1342,Certified 2014 Volkswagen Tiguan SUV,"$9,690",21 MPG,3.7 ,4.3 
1343,Used 2014 Nissan Maxima Sedan,"$10,060",22 MPG,3.7 ,4.6 
1344,Used 2014 Jeep Cherokee SUV,"$10,108",24 MPG,3.7 ,3.9 
1345,Certified 2018 Nissan Versa Sedan,"$10,475",30 MPG,3.7 ,3.9 
1346,Used 2014 Subaru Forester SUV,"$10,936",24 MPG,3.7 ,4.3 
1347,Used 2014 Kia Sportage SUV,"$10,997",22 MPG,3.7 ,4.5 
1348,Used 2014 Toyota Camry Sedan,"$11,190",28 MPG,3.7 ,4.4 
1349,Used 2014 Toyota Tacoma Regular Cab Pickup,"$11,500",19 MPG,3.7 ,4.7 
1350,Used 2015 Jeep Cherokee SUV,"$11,641",24 MPG,3.7 ,3.9 
1351,Certified 2019 Nissan Versa Sedan,"$11,767",30 MPG,3.7 ,3.9 
1352,Used 2014 Volkswagen GTI Hatchback,"$12,050",25 MPG,3.7 ,4.6 
1353,Used 2014 Acura TL Sedan,"$12,612",23 MPG,3.7 ,4.8 
1354,Used 2014 Audi A4 Sedan,"$12,752",24 MPG,3.7 ,4.5 
1355,Used 2014 Hyundai Santa Fe SUV,"$12,850",20 MPG,3.7 ,4.7 
1356,Used 2014 Toyota Prius v Wagon,"$13,055",42 MPG,3.7 ,4.4 
1357,Used 2015 BMW X1 SUV,"$13,288",27 MPG,3.7 ,4.5 
1358,Certified 2017 Chrysler 200 Sedan,"$13,348",27 MPG,3.7 ,4.1 
1359,Used 2016 Toyota Mirai Sedan,"$13,371",66 MPGe,3.7 ,2.3 
1360,Used 2014 Toyota Tacoma Access Cab Pickup,"$13,400",17 MPG,3.7 ,4.7 
1361,Certified 2015 Toyota Venza Wagon,"$13,750",22 MPG,3.7 ,4.6 
1362,Used 2015 Kia Cadenza Sedan,"$13,794",22 MPG,3.7 ,4.4 
1363,Used 2015 Audi A4 Sedan,"$14,064",25 MPG,3.7 ,4.5 
1364,Certified 2015 Buick LaCrosse Sedan,"$14,295",29 MPG,3.7 ,4.5 
1365,Certified 2017 Volkswagen Beetle Hatchback,"$14,800",28 MPG,3.7 ,4.3 
1366,Used 2014 Buick Enclave SUV,"$14,850",19 MPG,3.7 ,4.5 
1367,Certified 2017 Jeep Compass SUV,"$14,887",21 MPG,3.7 ,3.8 
1368,Certified 2017 Dodge Grand Caravan Passenger Van/Minivan,"$15,008",20 MPG,3.7 ,3.8 
1369,Certified 2018 Mitsubishi Eclipse Cross SUV,"$15,948",26 MPG,3.7 ,4.8 
1370,Certified 2015 Toyota Prius v Wagon,"$16,078",42 MPG,3.7 ,4.4 
